image_id,category,question,question_type,ground_truth
560178,carrot,Is there a carrot in this image? Answer yes or no.,present,True
560178,bottle,Is there a bottle in this image? Answer yes or no.,absent_random,False
560178,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
193674,surfboard,Is there a surfboard in this image? Answer yes or no.,present,True
193674,couch,Is there a couch in this image? Answer yes or no.,absent_random,False
193674,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
520077,bottle,Is there a bottle in this image? Answer yes or no.,present,True
520077,backpack,Is there a backpack in this image? Answer yes or no.,absent_random,False
520077,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
397639,sheep,Is there a sheep in this image? Answer yes or no.,present,True
397639,chair,Is there a chair in this image? Answer yes or no.,absent_random,False
397639,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
501523,bottle,Is there a bottle in this image? Answer yes or no.,present,True
501523,backpack,Is there a backpack in this image? Answer yes or no.,absent_random,False
501523,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
547383,sheep,Is there a sheep in this image? Answer yes or no.,present,True
547383,giraffe,Is there a giraffe in this image? Answer yes or no.,absent_random,False
547383,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
448810,person,Is there a person in this image? Answer yes or no.,present,True
448810,knife,Is there a knife in this image? Answer yes or no.,absent_random,False
448810,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
244750,wine glass,Is there a wine glass in this image? Answer yes or no.,present,True
244750,keyboard,Is there a keyboard in this image? Answer yes or no.,absent_random,False
244750,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
384808,bottle,Is there a bottle in this image? Answer yes or no.,present,True
384808,refrigerator,Is there a refrigerator in this image? Answer yes or no.,absent_random,False
384808,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
418959,bird,Is there a bird in this image? Answer yes or no.,present,True
418959,carrot,Is there a carrot in this image? Answer yes or no.,absent_random,False
418959,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
558421,train,Is there a train in this image? Answer yes or no.,present,True
558421,pizza,Is there a pizza in this image? Answer yes or no.,absent_random,False
558421,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
27982,sink,Is there a sink in this image? Answer yes or no.,present,True
27982,baseball bat,Is there a baseball bat in this image? Answer yes or no.,absent_random,False
27982,bottle,Is there a bottle in this image? Answer yes or no.,absent_adversarial,False
152465,fire hydrant,Is there a fire hydrant in this image? Answer yes or no.,present,True
152465,vase,Is there a vase in this image? Answer yes or no.,absent_random,False
152465,car,Is there a car in this image? Answer yes or no.,absent_adversarial,False
182417,spoon,Is there a spoon in this image? Answer yes or no.,present,True
182417,couch,Is there a couch in this image? Answer yes or no.,absent_random,False
182417,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
477689,person,Is there a person in this image? Answer yes or no.,present,True
477689,toothbrush,Is there a toothbrush in this image? Answer yes or no.,absent_random,False
477689,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
154213,scissors,Is there a scissors in this image? Answer yes or no.,present,True
154213,bed,Is there a bed in this image? Answer yes or no.,absent_random,False
154213,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
83172,tennis racket,Is there a tennis racket in this image? Answer yes or no.,present,True
83172,airplane,Is there a airplane in this image? Answer yes or no.,absent_random,False
83172,car,Is there a car in this image? Answer yes or no.,absent_adversarial,False
259597,bench,Is there a bench in this image? Answer yes or no.,present,True
259597,horse,Is there a horse in this image? Answer yes or no.,absent_random,False
259597,car,Is there a car in this image? Answer yes or no.,absent_adversarial,False
162035,person,Is there a person in this image? Answer yes or no.,present,True
162035,sandwich,Is there a sandwich in this image? Answer yes or no.,absent_random,False
162035,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
161925,person,Is there a person in this image? Answer yes or no.,present,True
161925,vase,Is there a vase in this image? Answer yes or no.,absent_random,False
161925,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
416885,car,Is there a car in this image? Answer yes or no.,present,True
416885,toothbrush,Is there a toothbrush in this image? Answer yes or no.,absent_random,False
416885,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
530466,train,Is there a train in this image? Answer yes or no.,present,True
530466,banana,Is there a banana in this image? Answer yes or no.,absent_random,False
530466,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
361238,potted plant,Is there a potted plant in this image? Answer yes or no.,present,True
361238,bear,Is there a bear in this image? Answer yes or no.,absent_random,False
361238,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
106281,train,Is there a train in this image? Answer yes or no.,present,True
106281,teddy bear,Is there a teddy bear in this image? Answer yes or no.,absent_random,False
106281,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
386277,orange,Is there a orange in this image? Answer yes or no.,present,True
386277,snowboard,Is there a snowboard in this image? Answer yes or no.,absent_random,False
386277,apple,Is there a apple in this image? Answer yes or no.,absent_adversarial,False
530836,sink,Is there a sink in this image? Answer yes or no.,present,True
530836,frisbee,Is there a frisbee in this image? Answer yes or no.,absent_random,False
530836,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
32570,surfboard,Is there a surfboard in this image? Answer yes or no.,present,True
32570,cell phone,Is there a cell phone in this image? Answer yes or no.,absent_random,False
32570,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
177934,car,Is there a car in this image? Answer yes or no.,present,True
177934,traffic light,Is there a traffic light in this image? Answer yes or no.,absent_random,False
177934,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
212559,sheep,Is there a sheep in this image? Answer yes or no.,present,True
212559,baseball glove,Is there a baseball glove in this image? Answer yes or no.,absent_random,False
212559,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
287959,sandwich,Is there a sandwich in this image? Answer yes or no.,present,True
287959,spoon,Is there a spoon in this image? Answer yes or no.,absent_random,False
287959,dining table,Is there a dining table in this image? Answer yes or no.,absent_adversarial,False
91654,spoon,Is there a spoon in this image? Answer yes or no.,present,True
91654,pizza,Is there a pizza in this image? Answer yes or no.,absent_random,False
91654,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
332351,person,Is there a person in this image? Answer yes or no.,present,True
332351,umbrella,Is there a umbrella in this image? Answer yes or no.,absent_random,False
332351,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
47112,chair,Is there a chair in this image? Answer yes or no.,present,True
47112,boat,Is there a boat in this image? Answer yes or no.,absent_random,False
47112,car,Is there a car in this image? Answer yes or no.,absent_adversarial,False
354307,person,Is there a person in this image? Answer yes or no.,present,True
354307,sheep,Is there a sheep in this image? Answer yes or no.,absent_random,False
354307,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
68286,bed,Is there a bed in this image? Answer yes or no.,present,True
68286,scissors,Is there a scissors in this image? Answer yes or no.,absent_random,False
68286,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
286422,dog,Is there a dog in this image? Answer yes or no.,present,True
286422,fire hydrant,Is there a fire hydrant in this image? Answer yes or no.,absent_random,False
286422,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
370042,vase,Is there a vase in this image? Answer yes or no.,present,True
370042,oven,Is there a oven in this image? Answer yes or no.,absent_random,False
370042,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
405432,donut,Is there a donut in this image? Answer yes or no.,present,True
405432,bus,Is there a bus in this image? Answer yes or no.,absent_random,False
405432,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
229753,giraffe,Is there a giraffe in this image? Answer yes or no.,present,True
229753,parking meter,Is there a parking meter in this image? Answer yes or no.,absent_random,False
229753,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
151629,tennis racket,Is there a tennis racket in this image? Answer yes or no.,present,True
151629,skis,Is there a skis in this image? Answer yes or no.,absent_random,False
151629,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
385190,person,Is there a person in this image? Answer yes or no.,present,True
385190,suitcase,Is there a suitcase in this image? Answer yes or no.,absent_random,False
385190,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
71938,person,Is there a person in this image? Answer yes or no.,present,True
71938,giraffe,Is there a giraffe in this image? Answer yes or no.,absent_random,False
71938,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
153299,giraffe,Is there a giraffe in this image? Answer yes or no.,present,True
153299,umbrella,Is there a umbrella in this image? Answer yes or no.,absent_random,False
153299,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
356968,horse,Is there a horse in this image? Answer yes or no.,present,True
356968,tv,Is there a tv in this image? Answer yes or no.,absent_random,False
356968,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
407614,bottle,Is there a bottle in this image? Answer yes or no.,present,True
407614,fork,Is there a fork in this image? Answer yes or no.,absent_random,False
407614,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
27972,surfboard,Is there a surfboard in this image? Answer yes or no.,present,True
27972,broccoli,Is there a broccoli in this image? Answer yes or no.,absent_random,False
27972,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
520264,bottle,Is there a bottle in this image? Answer yes or no.,present,True
520264,sheep,Is there a sheep in this image? Answer yes or no.,absent_random,False
520264,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
226408,bed,Is there a bed in this image? Answer yes or no.,present,True
226408,snowboard,Is there a snowboard in this image? Answer yes or no.,absent_random,False
226408,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
43314,person,Is there a person in this image? Answer yes or no.,present,True
43314,tv,Is there a tv in this image? Answer yes or no.,absent_random,False
43314,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
255401,sink,Is there a sink in this image? Answer yes or no.,present,True
255401,snowboard,Is there a snowboard in this image? Answer yes or no.,absent_random,False
255401,person,Is there a person in this image? Answer yes or no.,absent_adversarial,False
445439,zebra,Is there a zebra in this image? Answer yes or no.,present,True
445439,train,Is there a train in this image? Answer yes or no.,absent_random,False
445439,giraffe,Is there a giraffe in this image? Answer yes or no.,absent_adversarial,False
179642,person,Is there a person in this image? Answer yes or no.,present,True
179642,spoon,Is there a spoon in this image? Answer yes or no.,absent_random,False
179642,car,Is there a car in this image? Answer yes or no.,absent_adversarial,False
341469,suitcase,Is there a suitcase in this image? Answer yes or no.,present,True
341469,toothbrush,Is there a toothbrush in this image? Answer yes or no.,absent_random,False
341469,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
386457,cat,Is there a cat in this image? Answer yes or no.,present,True
386457,orange,Is there a orange in this image? Answer yes or no.,absent_random,False
386457,bed,Is there a bed in this image? Answer yes or no.,absent_adversarial,False
258388,person,Is there a person in this image? Answer yes or no.,present,True
258388,potted plant,Is there a potted plant in this image? Answer yes or no.,absent_random,False
258388,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
54628,potted plant,Is there a potted plant in this image? Answer yes or no.,present,True
54628,vase,Is there a vase in this image? Answer yes or no.,absent_random,False
54628,car,Is there a car in this image? Answer yes or no.,absent_adversarial,False
488166,person,Is there a person in this image? Answer yes or no.,present,True
488166,toilet,Is there a toilet in this image? Answer yes or no.,absent_random,False
488166,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
80153,skis,Is there a skis in this image? Answer yes or no.,present,True
80153,surfboard,Is there a surfboard in this image? Answer yes or no.,absent_random,False
80153,chair,Is there a chair in this image? Answer yes or no.,absent_adversarial,False
